source_group_id,source_title,title_correction,original_table_location,surface_label,material,treatment,state,liquid,contact_angle_deg,reported_value_text,censor_type,contact_angle_type,contact_angle_std_deg,contact_angle_range,replicate_n,measurement_method,droplet_volume_uL,license,DOI,keep_reason,exclusion_reason
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","Topas, after 300 h weather aging",ethylene-norbornene copolymer,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 300 h weather aging,ethylene glycol,75,75 +/- 0.66,none,reported contact angle; static/advancing/receding mode not specified,0.66,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","Topas, after 400 h weather aging",ethylene-norbornene copolymer,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 400 h weather aging,ethylene glycol,69.5,69.5 +/- 2.05,none,reported contact angle; static/advancing/receding mode not specified,2.05,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","Topas/CBD, reference, before weather aging",ethylene-norbornene copolymer with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","reference, before weather aging",water,71.2,71.2 +/- 0.92,none,reported contact angle; static/advancing/receding mode not specified,0.92,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","Topas/CBD, after 100 h weather aging",ethylene-norbornene copolymer with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 100 h weather aging,water,97.3,97.3 +/- 1.08,none,reported contact angle; static/advancing/receding mode not specified,1.08,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","Topas/CBD, after 200 h weather aging",ethylene-norbornene copolymer with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 200 h weather aging,water,85.9,85.9 +/- 1.08,none,reported contact angle; static/advancing/receding mode not specified,1.08,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","Topas/CBD, after 300 h weather aging",ethylene-norbornene copolymer with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 300 h weather aging,water,92.9,92.9 +/- 1.04,none,reported contact angle; static/advancing/receding mode not specified,1.04,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","Topas/CBD, after 400 h weather aging",ethylene-norbornene copolymer with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 400 h weather aging,water,97.1,97.1 +/- 0.99,none,reported contact angle; static/advancing/receding mode not specified,0.99,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","Topas/CBD, reference, before weather aging",ethylene-norbornene copolymer with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","reference, before weather aging",diiodomethane,55.4,55.4 +/- 0.95,none,reported contact angle; static/advancing/receding mode not specified,0.95,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","Topas/CBD, after 100 h weather aging",ethylene-norbornene copolymer with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 100 h weather aging,diiodomethane,51.1,51.1 +/- 0.74,none,reported contact angle; static/advancing/receding mode not specified,0.74,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","Topas/CBD, after 200 h weather aging",ethylene-norbornene copolymer with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 200 h weather aging,diiodomethane,47,47 +/- 0.56,none,reported contact angle; static/advancing/receding mode not specified,0.56,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","Topas/CBD, after 300 h weather aging",ethylene-norbornene copolymer with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 300 h weather aging,diiodomethane,48.6,48.6 +/- 0.96,none,reported contact angle; static/advancing/receding mode not specified,0.96,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","Topas/CBD, after 400 h weather aging",ethylene-norbornene copolymer with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 400 h weather aging,diiodomethane,49.5,49.5 +/- 1.28,none,reported contact angle; static/advancing/receding mode not specified,1.28,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","Topas/CBD, reference, before weather aging",ethylene-norbornene copolymer with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","reference, before weather aging",ethylene glycol,48.1,48.1 +/- 2.29,none,reported contact angle; static/advancing/receding mode not specified,2.29,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","Topas/CBD, after 100 h weather aging",ethylene-norbornene copolymer with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 100 h weather aging,ethylene glycol,71.9,71.9 +/- 1.88,none,reported contact angle; static/advancing/receding mode not specified,1.88,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","Topas/CBD, after 200 h weather aging",ethylene-norbornene copolymer with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 200 h weather aging,ethylene glycol,58,58 +/- 1.32,none,reported contact angle; static/advancing/receding mode not specified,1.32,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","Topas/CBD, after 300 h weather aging",ethylene-norbornene copolymer with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 300 h weather aging,ethylene glycol,65.9,65.9 +/- 1.17,none,reported contact angle; static/advancing/receding mode not specified,1.17,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","Topas/CBD, after 400 h weather aging",ethylene-norbornene copolymer with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 400 h weather aging,ethylene glycol,69.4,69.4 +/- 1.09,none,reported contact angle; static/advancing/receding mode not specified,1.09,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA, reference, before weather aging",polylactide,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","reference, before weather aging",water,82.1,82.1 +/- 0.84,none,reported contact angle; static/advancing/receding mode not specified,0.84,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA, after 100 h weather aging",polylactide,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 100 h weather aging,water,86.1,86.1 +/- 0.54,none,reported contact angle; static/advancing/receding mode not specified,0.54,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA, after 200 h weather aging",polylactide,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 200 h weather aging,water,76,76 +/- 0.95,none,reported contact angle; static/advancing/receding mode not specified,0.95,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA, after 300 h weather aging",polylactide,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 300 h weather aging,water,75,75 +/- 1.25,none,reported contact angle; static/advancing/receding mode not specified,1.25,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA, after 400 h weather aging",polylactide,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 400 h weather aging,water,65.1,65.1 +/- 0.73,none,reported contact angle; static/advancing/receding mode not specified,0.73,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA, reference, before weather aging",polylactide,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","reference, before weather aging",diiodomethane,54.2,54.2 +/- 1.17,none,reported contact angle; static/advancing/receding mode not specified,1.17,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA, after 100 h weather aging",polylactide,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 100 h weather aging,diiodomethane,51.6,51.6 +/- 1.74,none,reported contact angle; static/advancing/receding mode not specified,1.74,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA, after 200 h weather aging",polylactide,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 200 h weather aging,diiodomethane,44,44 +/- 1.32,none,reported contact angle; static/advancing/receding mode not specified,1.32,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA, after 300 h weather aging",polylactide,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 300 h weather aging,diiodomethane,46.9,46.9 +/- 2.5,none,reported contact angle; static/advancing/receding mode not specified,2.5,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA, after 400 h weather aging",polylactide,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 400 h weather aging,diiodomethane,41.3,41.3 +/- 3.5,none,reported contact angle; static/advancing/receding mode not specified,3.5,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA, reference, before weather aging",polylactide,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","reference, before weather aging",ethylene glycol,57.8,57.8 +/- 1.47,none,reported contact angle; static/advancing/receding mode not specified,1.47,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA, after 100 h weather aging",polylactide,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 100 h weather aging,ethylene glycol,61.2,61.2 +/- 1.45,none,reported contact angle; static/advancing/receding mode not specified,1.45,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA, after 200 h weather aging",polylactide,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 200 h weather aging,ethylene glycol,49.5,49.5 +/- 0.85,none,reported contact angle; static/advancing/receding mode not specified,0.85,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA, after 300 h weather aging",polylactide,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 300 h weather aging,ethylene glycol,48,48 +/- 1.1,none,reported contact angle; static/advancing/receding mode not specified,1.1,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA, after 400 h weather aging",polylactide,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 400 h weather aging,ethylene glycol,42.7,42.7 +/- 1.65,none,reported contact angle; static/advancing/receding mode not specified,1.65,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA/CBD, reference, before weather aging",polylactide with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","reference, before weather aging",water,87.8,87.8 +/- 1.44,none,reported contact angle; static/advancing/receding mode not specified,1.44,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA/CBD, after 100 h weather aging",polylactide with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 100 h weather aging,water,78.9,78.9 +/- 1.62,none,reported contact angle; static/advancing/receding mode not specified,1.62,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA/CBD, after 200 h weather aging",polylactide with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 200 h weather aging,water,76.8,76.8 +/- 1.76,none,reported contact angle; static/advancing/receding mode not specified,1.76,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA/CBD, after 300 h weather aging",polylactide with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 300 h weather aging,water,71.6,71.6 +/- 1.01,none,reported contact angle; static/advancing/receding mode not specified,1.01,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA/CBD, after 400 h weather aging",polylactide with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 400 h weather aging,water,67.9,67.9 +/- 2.04,none,reported contact angle; static/advancing/receding mode not specified,2.04,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA/CBD, reference, before weather aging",polylactide with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state","reference, before weather aging",diiodomethane,47.6,47.6 +/- 2.23,none,reported contact angle; static/advancing/receding mode not specified,2.23,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
SRC019,Plant-Origin Stabilizer as an Alternative of Natural Additive to Polymers Used in Packaging Materials,No title correction required.,"Table 1, PDF page 4; measurement method in Section 3.4.1, PDF page 13","PLA/CBD, after 100 h weather aging",polylactide with 1 phr cannabidiol extract,"controlled weather aging; reference/0 h, 100 h, 200 h, 300 h, or 400 h as encoded in the state",after 100 h weather aging,diiodomethane,46.8,46.8 +/- 1.46,none,reported contact angle; static/advancing/receding mode not specified,1.46,,10 contact-angle determinations,DataPhysics OCA 15EC goniometer with SCA 20 software; drop volume and fitting details not reported,not reported,CC BY 4.0,10.3390/ijms22084012,"Direct Table 1 extraction with mean, standard deviation, composition, and aging time. Main-analysis use remains conditional on the angle-type policy.",
